Numeracao_geral	Numeracao_p_analise	Localizacao	ponto	numeracao_animal	tcmax_final	LogCTM	Taxon	Classe	Ordem	Famila	Sub-Familia	Genero	Especie	Sexo	Nofly/Fly	Habitat	Latitude	Longitude	Altitude	Localidade	Temperatura	TempAR	TempSOLO	Peso (g)
1840	5	5.0	2	35	58.00	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1841	5	5.0	2	36	60.50	1.78	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1842	5	5.0	2	37	36.50	1.56	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1843	5	5.0	2	38	38.00	1.58	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1844	5	5.0	2	39	45.50	1.66	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1845	5	5.0	2	40	38.00	1.58	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1846	5	5.0	2	41	45.50	1.66	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1847	5	5.0	2	42	47.00	1.67	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1848	5	5.0	2	43	49.00	1.69	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1849	5	5.0	2	45	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1850	5	5.0	2	46	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1851	5	5.0	2	47	55.00	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1852	5	5.0	2	48	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1853	5	5.0	2	49	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1854	5	5.0	2	50	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1855	5	5.0	2	51	57.50	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1856	5	5.0	2	52	58.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1857	5	5.0	2	53	58.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1858	5	5.0	2	54	59.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1859	5	5.0	2	55	60.00	1.78	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1860	5	5.0	3	56	46.50	1.67	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1861	5	5.0	3	57	54.50	1.74	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1862	5	5.0	3	58	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1863	5	5.0	3	59	56.00	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1864	5	5.0	3	60	58.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1865	5	5.0	3	61	58.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1866	5	5.0	3	62	59.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1867	5	5.0	3	63	61.00	1.79	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1868	5	5.0	3	64	61.50	1.79	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1869	5	5.0	3	65	61.50	1.79	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1870	5	5.0	3	66	62.00	1.79	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1871	5	5.0	3	67	62.00	1.79	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1872	5	5.0	3	68	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1873	5	5.0	3	69	46.50	1.67	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1874	5	5.0	3	70	52.50	1.72	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1875	5	5.0	3	71	53.50	1.73	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1876	5	5.0	3	72	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1877	5	5.0	3	73	59.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1878	5	5.0	3	74	60.00	1.78	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1879	5	5.0	3	75	44.50	1.65	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1880	5	5.0	3	76	54.50	1.74	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1881	5	5.0	3	77	56.50	1.75	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1882	5	5.0	3	78	56.50	1.75	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1883	5	5.0	3	79	57.50	1.76	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1884	5	5.0	3	80	57.50	1.76	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1885	5	5.0	3	81	58.00	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1886	5	5.0	3	82	59.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.788	-36.534	133	FazSaoMiguelAngicos			63.5	0.0001
1887	5	5.0	4	83	42.50	1.63	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1888	5	5.0	4	84	48.50	1.69	Artrhopoda	Insecta	Isoptera	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1889	5	5.0	4	85	52.00	1.72	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1890	5	5.0	4	86	54.50	1.74	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1891	5	5.0	4	87	43.00	1.63	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1892	5	5.0	4	88	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1893	5	5.0	4	89	44.50	1.65	Artrhopoda	Insecta	Orthoptera 	Gryllidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1896	5	5.0	4	92	52.50	1.72	Artrhopoda	Arachnida	Araneae	Siicaridae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1897	5	5.0	4	93	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1898	5	5.0	4	94	53.50	1.73	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1899	5	5.0	4	95	55.00	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1900	5	5.0	4	96	48.50	1.69	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1901	5	5.0	4	97	49.00	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1902	5	5.0	4	98	50.50	1.70	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1903	5	5.0	4	99	52.50	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1904	5	5.0	4	100	54.50	1.74	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1905	5	5.0	4	101	54.00	1.73	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1906	5	5.0	4	102	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1907	5	5.0	4	103	54.00	1.73	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1908	5	5.0	4	104	55.50	1.74	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1909	5	5.0	4	105	55.50	1.74	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1910	5	5.0	4	106	56.00	1.75	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1911	5	5.0	4	107	56.50	1.75	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1912	5	5.0	4	108	59.50	1.77	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1913	5	5.0	4	109	47.50	1.68	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1914	5	5.0	4	110	49.50	1.69	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1915	5	5.0	4	111	49.50	1.69	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1916	5	5.0	4	112	49.50	1.69	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1917	5	5.0	4	113	51.50	1.71	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1918	5	5.0	4	114	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1919	5	5.0	4	115	54.50	1.74	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1920	5	5.0	4	116	55.50	1.74	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1921	5	5.0	4	117	55.50	1.74	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1922	5	5.0	4	118	55.50	1.74	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1923	5	5.0	4	119	63.00	1.80	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.909	-36.64	171	FazSaoMiguelAngicos			34.5	0.0001
1924	5	5.0	5	120	48.50	1.69	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1925	5	5.0	5	121	50.50	1.70	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1926	5	5.0	5	122	51.50	1.71	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1927	5	5.0	5	123	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1928	5	5.0	5	124	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1929	5	5.0	5	125	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1930	5	5.0	5	126	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1931	5	5.0	5	127	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1932	5	5.0	5	128	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1933	5	5.0	5	129	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1934	5	5.0	5	130	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1936	5	5.0	5	132	52.50	1.72	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1937	5	5.0	5	133	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1938	5	5.0	5	134	53.00	1.72	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1939	5	5.0	5	135	53.50	1.73	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1940	5	5.0	5	136	54.50	1.74	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1941	5	5.0	5	137	54.50	1.74	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1942	5	5.0	5	138	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1943	5	5.0	5	139	54.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1944	5	5.0	5	140	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1945	5	5.0	5	141	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1946	5	5.0	5	142	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1947	5	5.0	5	143	57.00	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1948	5	5.0	5	144	58.00	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.898	-36.653	171	FazSaoMiguelAngicos			39.5	0.0001
1949	5	5.0	6	145	43.00	1.63	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1950	5	5.0	6	146	43.00	1.63	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1951	5	5.0	6	147	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1952	5	5.0	6	148	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1953	5	5.0	6	149	50.50	1.70	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1954	5	5.0	6	150	51.50	1.71	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1955	5	5.0	6	151	52.50	1.72	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1956	5	5.0	6	152	52.50	1.72	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1957	5	5.0	6	153	52.50	1.72	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1958	5	5.0	6	154	53.00	1.72	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1959	5	5.0	6	155	54.50	1.74	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1960	5	5.0	6	156	54.50	1.74	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1961	5	5.0	6	157	44.50	1.65	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1962	5	5.0	6	158	48.00	1.68	Artrhopoda	Chilopoda	Scutigeromorpha	Scutigeridae	0	0	0	0	No	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1963	5	5.0	6	159	48.50	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1964	5	5.0	6	160	49.00	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1965	5	5.0	6	161	49.00	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1966	5	5.0	6	162	49.50	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1967	5	5.0	6	163	50.50	1.70	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1968	5	5.0	6	164	50.50	1.70	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1969	5	5.0	6	165	51.00	1.71	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1970	5	5.0	6	166	52.00	1.72	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1971	5	5.0	6	167	53.50	1.73	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1972	5	5.0	6	168	53.50	1.73	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1973	5	5.0	6	169	54.50	1.74	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1974	5	5.0	6	170	54.50	1.74	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1975	5	5.0	6	171	44.00	1.64	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1976	5	5.0	6	172	49.00	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1977	5	5.0	6	173	49.50	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1978	5	5.0	6	174	49.50	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1979	5	5.0	6	175	49.50	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1980	5	5.0	6	176	49.50	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1981	5	5.0	6	177	50.50	1.70	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1982	5	5.0	6	178	51.50	1.71	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1983	5	5.0	6	179	51.50	1.71	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1984	5	5.0	6	180	51.50	1.71	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1985	5	5.0	6	181	52.50	1.72	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1986	5	5.0	6	182	53.50	1.73	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
1987	5	5.0	6	183	54.50	1.74	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Caatinga	-5.736	-36.609	133	FazSaoMiguelAngicos			43	0.0001
